student_id,student_name,branch,general_average,core_subject_average,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,label,_sig
3879,حسين الزهري,Agricultural,96.99,99.34,3,ربما,2,يعتمد,3,أختار تخصصًا قريبًا منه,متوسط,2,3,3,4,4,3,2,تشرح له عن النواقل,سأكون متحمسًا,استرح واستمتع,4,لا مشكلة لدي,2,4,3,2,3,3,3,26,منصف,لن يستطيع الزواج,أخضر,أزرق,الكتابة والتأليف,التحقيقات البوليسية,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,قراءة كتاب أو مجلة,أحل لغز أو تحدي,Cybersecurity,"(3, 'يعتمد', 2, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 2, 3, 3, 4, 4, 3, 2, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 2, 4, 3, 2, 3, 3, 3, '26', 'منصف', 'لن يستطيع الزواج', 'أخضر', 'أزرق', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'قراءة كتاب أو مجلة', 'أحل لغز أو تحدي')"
5245,حسن العلي,Scientific,77.56,78.82,3,لا,4,لا,4,أبحث عن بديل,منخفض,3,4,3,4,3,4,3,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,كل شيء له وقته ومكانه,4,لا أحب الأعمال الكتبية,1,2,4,3,3,2,4,48,منحاز,لا أعرف,لا أتذكر,أصفر,التصوير الفوتوغرافي,التحقيقات البوليسية,التخييم والرحلات,إجراء التجارب العلمية,الاستماع للموسيقى أو البودكاست,أجرب تجربة علمية,Nursing,"(3, 'لا', 4, 'لا', 4, 'أبحث عن بديل', 'منخفض', 3, 4, 3, 4, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'كل شيء له وقته ومكانه', 4, 'لا أحب الأعمال الكتبية', 1, 2, 4, 3, 3, 2, 4, '48', 'منحاز', 'لا أعرف', 'لا أتذكر', 'أصفر', 'التصوير الفوتوغرافي', 'التحقيقات البوليسية', 'التخييم والرحلات', 'إجراء التجارب العلمية', 'الاستماع للموسيقى أو البودكاست', 'أجرب تجربة علمية')"
2818,عائشة العبدالله,Literary,73.22,73.87,2,لا,3,لا,3,أختار تخصصًا قريبًا منه,منخفض,3,3,3,4,3,4,3,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,3,مع تغيير المكان,2,4,2,3,4,3,3,26,منحاز,لا أعرف,لا أتذكر,أصفر,الكتابة والتأليف,العلمية أو الخيال العلمي,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,Social Work,"(2, 'لا', 3, 'لا', 3, 'أختار تخصصًا قريبًا منه', 'منخفض', 3, 3, 3, 4, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 3, 'مع تغيير المكان', 2, 4, 2, 3, 4, 3, 3, '26', 'منحاز', 'لا أعرف', 'لا أتذكر', 'أصفر', 'الكتابة والتأليف', 'العلمية أو الخيال العلمي', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
3936,سارة النجار,Agricultural,67.62,70.61,4,لا,4,يعتمد,3,أبحث عن بديل,متوسط,3,2,5,4,4,4,4,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,من يصل مبكرًا يحصد نجاحًا,2,مع تغيير المكان,2,3,3,3,3,2,4,26,صائب,لا مشكلة إن لم يكن عربي,أصفر,لا أتذكر,التصوير الفوتوغرافي,الغموض والتشويق,التخييم والرحلات,تعلم لغات جديدة,مشاهدة فيديوهات تعليمية,أبتكر قصة أو مشهد,Nutrition and Food Processing,"(4, 'لا', 4, 'يعتمد', 3, 'أبحث عن بديل', 'متوسط', 3, 2, 5, 4, 4, 4, 4, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'من يصل مبكرًا يحصد نجاحًا', 2, 'مع تغيير المكان', 2, 3, 3, 3, 3, 2, 4, '26', 'صائب', 'لا مشكلة إن لم يكن عربي', 'أصفر', 'لا أتذكر', 'التصوير الفوتوغرافي', 'الغموض والتشويق', 'التخييم والرحلات', 'تعلم لغات جديدة', 'مشاهدة فيديوهات تعليمية', 'أبتكر قصة أو مشهد')"
39,زينب الإبراهيم,Scientific,97.28,95.89,3,لا,3,لا,4,أبحث عن بديل,متوسط,3,4,3,3,3,3,4,تشرح له حقيقة شعور الألم,سأكون متحمسًا,كل شيء له وقته ومكانه,4,فقط إذا كنت أحب ما أدرسه,1,1,4,3,3,2,4,26,صائب,يجوز له ذلك بعد الطلاق,أخضر,أصفر,الكتابة والتأليف,الخيال والخدع,ممارسة الألعاب الرياضية,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أحل لغز أو تحدي,Human Medicine,"(3, 'لا', 3, 'لا', 4, 'أبحث عن بديل', 'متوسط', 3, 4, 3, 3, 3, 3, 4, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'كل شيء له وقته ومكانه', 4, 'فقط إذا كنت أحب ما أدرسه', 1, 1, 4, 3, 3, 2, 4, '26', 'صائب', 'يجوز له ذلك بعد الطلاق', 'أخضر', 'أصفر', 'الكتابة والتأليف', 'الخيال والخدع', 'ممارسة الألعاب الرياضية', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أحل لغز أو تحدي')"
3099,محمد العبدالله,Literary,60.54,58.8,4,ربما,3,لا,4,أختار تخصصًا قريبًا منه,متوسط,2,2,4,4,4,2,4,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,3,مع تغيير المكان,4,2,3,3,3,3,3,لا أعرف,منحاز,لا أعرف,أصفر,أزرق,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,Physical Education,"(4, 'ربما', 3, 'لا', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 2, 2, 4, 4, 4, 2, 4, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 3, 'مع تغيير المكان', 4, 2, 3, 3, 3, 3, 3, 'لا أعرف', 'منحاز', 'لا أعرف', 'أصفر', 'أزرق', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
4815,حسن العلي,Entrepreneurship and Business,65.95,68.26,3,ربما,4,يعتمد,3,أبحث عن بديل,متوسط,3,3,4,3,3,3,4,تشرح له عن النواقل,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,3,فقط إذا كنت أحب ما أدرسه,4,4,3,4,3,3,3,48,عادل,لا أعرف,أصفر,أصفر,العزف على آلة موسيقية,الدرامية أو الكوميدية,التخييم والرحلات,إجراء التجارب العلمية,كتابة مذكرات أو قصص,أبتكر قصة أو مشهد,Digital Economy,"(3, 'ربما', 4, 'يعتمد', 3, 'أبحث عن بديل', 'متوسط', 3, 3, 4, 3, 3, 3, 4, 'تشرح له عن النواقل', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 3, 'فقط إذا كنت أحب ما أدرسه', 4, 4, 3, 4, 3, 3, 3, '48', 'عادل', 'لا أعرف', 'أصفر', 'أصفر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'التخييم والرحلات', 'إجراء التجارب العلمية', 'كتابة مذكرات أو قصص', 'أبتكر قصة أو مشهد')"
4319,إبراهيم العلي,Hotel and Home Economics,67.3,66.39,3,ربما,3,يعتمد,3,أبحث عن بديل,متوسط,3,3,2,3,4,4,4,تشرح له حقيقة شعور الألم,سأتحمس لذلك مع بقائي حذرًا,من يصل مبكرًا يحصد نجاحًا,3,فقط إذا كنت أحب ما أدرسه,3,3,3,3,3,1,4,لا أعرف,صائب,لا مشكلة إن لم يكن عربي,لا أتذكر,أزرق,التصوير الفوتوغرافي,الخيال والخدع,السباحة,تعلم لغات جديدة,مشاهدة فيديوهات تعليمية,أبتكر قصة أو مشهد,Radio and Television,"(3, 'يعتمد', 3, 'يعتمد', 3, 'أبحث عن بديل', 'متوسط', 3, 3, 2, 3, 4, 4, 4, 'تشرح له حقيقة شعور الألم', 'سأتحمس لذلك مع بقائي حذرًا', 'من يصل مبكرًا يحصد نجاحًا', 3, 'فقط إذا كنت أحب ما أدرسه', 3, 3, 3, 3, 3, 1, 4, 'لا أعرف', 'صائب', 'لا مشكلة إن لم يكن عربي', 'لا أتذكر', 'أزرق', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'السباحة', 'تعلم لغات جديدة', 'مشاهدة فيديوهات تعليمية', 'أبتكر قصة أو مشهد')"
1606,إبراهيم الإبراهيم,Scientific,96.59,98.5,4,ربما,2,يعتمد,3,أختار تخصصًا قريبًا منه,مرتفع,3,3,2,2,3,4,4,تشرح له عن النواقل,سأكون متحمسًا,استرح واستمتع,5,لا مشكلة لدي,3,4,5,2,2,3,3,26,صائب,لا أعرف,لا أتذكر,لا أتذكر,العزف على آلة موسيقية,الدرامية أو الكوميدية,السباحة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Network Engineering,"(4, 'يعتمد', 2, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 3, 3, 2, 2, 3, 4, 4, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'استرح واستمتع', 5, 'لا مشكلة لدي', 3, 4, 5, 2, 2, 3, 3, '26', 'صائب', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
486,عائشة العمري,Scientific,80.1,79.09,4,ربما,3,يعتمد,3,أختار تخصصًا قريبًا منه,متوسط,3,3,3,3,4,2,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,5,لا مشكلة لدي,2,5,4,3,3,1,3,26,منحاز,لا أعرف,لا أتذكر,لا أتذكر,العزف على آلة موسيقية,الدرامية أو الكوميدية,ركوب الدراجة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Science,"(4, 'يعتمد', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 3, 3, 4, 2, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 5, 'لا مشكلة لدي', 2, 5, 4, 3, 3, 1, 3, '26', 'منحاز', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'العزف على آلة موسيقية', 'الدرامية أو الكوميدية', 'ركوب الدراجة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
1083,حسين العلي,Scientific,93.58,95.08,3,ربما,3,يعتمد,3,أختار تخصصًا قريبًا منه,متوسط,3,3,3,2,4,4,2,تشرح له حقيقة شعور الألم,سأكون متحمسًا,استرح واستمتع,4,لا مشكلة لدي,4,4,5,3,3,4,3,26,صائب,لا أعرف,أخضر,أصفر,التصوير الفوتوغرافي,الدرامية أو الكوميدية,ممارسة الألعاب الرياضية,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Engineering,"(3, 'ربما', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 3, 2, 4, 4, 2, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 4, 4, 5, 3, 3, 4, 3, '26', 'صائب', 'لا أعرف', 'أخضر', 'أصفر', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'ممارسة الألعاب الرياضية', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
923,محمد الإبراهيم,Scientific,87.19,87.37,3,لا,4,لا,2,أختار تخصصًا قريبًا منه,منخفض,3,2,4,5,3,3,3,تشرح له حقيقة شعور الألم,سأكون قلقًا,من يصل مبكرًا يحصد نجاحًا,3,فقط إذا كنت أحب ما أدرسه,1,4,2,3,2,3,3,لا أعرف,منصف,لن يستطيع الزواج,لا أتذكر,أزرق,الكتابة والتأليف,الدرامية أو الكوميدية,السباحة,إجراء التجارب العلمية,مشاهدة فيديوهات تعليمية,أبتكر قصة أو مشهد,Nursing,"(3, 'لا', 4, 'لا', 2, 'أختار تخصصًا قريبًا منه', 'منخفض', 3, 2, 4, 5, 3, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون قلقًا', 'من يصل مبكرًا يحصد نجاحًا', 3, 'فقط إذا كنت أحب ما أدرسه', 1, 4, 2, 3, 2, 3, 3, 'لا أعرف', 'منصف', 'لن يستطيع الزواج', 'لا أتذكر', 'أزرق', 'الكتابة والتأليف', 'الدرامية أو الكوميدية', 'السباحة', 'إجراء التجارب العلمية', 'مشاهدة فيديوهات تعليمية', 'أبتكر قصة أو مشهد')"
6103,كريم محمد,Scientific,65.81,83.24,4,ربما,4,يعتمد,4,أختار تخصصًا قريبًا منه,متوسط,4,3,3,4,3,3,1,تقرصه لتثبت,سأكون متحمسًا,استرح واستمتع,4,لا مشكلة لدي,4,4,5,3,2,1,1,26,منصف,لا مشكلة إن لم يكن عربي,أخضر,أزرق,التصوير الفوتوغرافي,الدرامية أو الكوميدية,السباحة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Management Information Systems,"(4, 'يعتمد', 4, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 4, 3, 3, 4, 3, 3, 1, 'تقرصه لتثبت', 'سأكون متحمسًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 4, 4, 5, 3, 2, 1, 1, '26', 'منصف', 'لا مشكلة إن لم يكن عربي', 'أخضر', 'أزرق', 'التصوير الفوتوغرافي', 'الدرامية أو الكوميدية', 'السباحة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
1341,أحمد العمري,Scientific,90.41,90.41,3,لا,4,لا,5,أبحث عن بديل,مرتفع,4,3,4,3,4,2,3,تشرح له حقيقة شعور الألم,سأكون قلقًا,استرح واستمتع,5,مع تغيير المكان,2,3,3,4,3,3,4,لا أعرف,منصف,لا أعرف,لا أتذكر,زهري,الرسم والتلوين,الدرامية أو الكوميدية,السباحة,إجراء التجارب العلمية,قراءة كتاب أو مجلة,أحل لغز أو تحدي,Nursing,"(3, 'لا', 4, 'لا', 5, 'أبحث عن بديل', 'مرتفع', 4, 3, 4, 3, 4, 2, 3, 'تشرح له حقيقة شعور الألم', 'سأكون قلقًا', 'استرح واستمتع', 5, 'مع تغيير المكان', 2, 3, 3, 4, 3, 3, 4, 'لا أعرف', 'منصف', 'لا أعرف', 'لا أتذكر', 'زهري', 'الرسم والتلوين', 'الدرامية أو الكوميدية', 'السباحة', 'إجراء التجارب العلمية', 'قراءة كتاب أو مجلة', 'أحل لغز أو تحدي')"
4073,خالد الزهري,Industrial,94.02,96.11,4,ربما,2,يعتمد,2,أختار تخصصًا قريبًا منه,متوسط,4,3,4,5,3,4,3,تشرح له عن النواقل,سأتحمس لذلك مع بقائي حذرًا,كل شيء له وقته ومكانه,3,لا مشكلة لدي,3,3,5,4,4,4,2,26,منصف,لن يستطيع الزواج,لا أتذكر,أصفر,العزف على آلة موسيقية,الخيال والخدع,السباحة,تصوير وصناعة الفيديوهات,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Engineering,"(4, 'يعتمد', 2, 'يعتمد', 2, 'أختار تخصصًا قريبًا منه', 'متوسط', 4, 3, 4, 5, 3, 4, 3, 'تشرح له عن النواقل', 'سأتحمس لذلك مع بقائي حذرًا', 'كل شيء له وقته ومكانه', 3, 'لا مشكلة لدي', 3, 3, 5, 4, 4, 4, 2, '26', 'منصف', 'لن يستطيع الزواج', 'لا أتذكر', 'أصفر', 'العزف على آلة موسيقية', 'الخيال والخدع', 'السباحة', 'تصوير وصناعة الفيديوهات', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
5172,خالد المحمد,Scientific,77.81,78.56,4,ربما,3,يعتمد,5,أختار تخصصًا قريبًا منه,متوسط,4,2,4,4,4,3,4,تشرح له حقيقة شعور الألم,سأكون متحمسًا,كل شيء له وقته ومكانه,4,لا مشكلة لدي,3,4,5,4,3,3,3,26,منحاز,لن يستطيع الزواج,لا أتذكر,أزرق,الكتابة والتأليف,الغموض والتشويق,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Computer Science,"(4, 'يعتمد', 3, 'يعتمد', 5, 'أختار تخصصًا قريبًا منه', 'متوسط', 4, 2, 4, 4, 4, 3, 4, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'كل شيء له وقته ومكانه', 4, 'لا مشكلة لدي', 3, 4, 5, 4, 3, 3, 3, '26', 'منحاز', 'لن يستطيع الزواج', 'لا أتذكر', 'أزرق', 'الكتابة والتأليف', 'الغموض والتشويق', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
362,زينب الخطيب,Scientific,70.35,72.06,4,ربما,3,يعتمد,3,أختار تخصصًا قريبًا منه,متوسط,3,3,4,4,3,2,3,تشرح له عن النواقل,سأكون متحمسًا,استرح واستمتع,5,لا مشكلة لدي,4,4,4,4,2,4,3,26,منحاز,لن يستطيع الزواج,أصفر,لا أتذكر,الكتابة والتأليف,الخيال والخدع,ممارسة الألعاب الرياضية,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Cybersecurity,"(4, 'يعتمد', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 3, 4, 4, 3, 2, 3, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'استرح واستمتع', 5, 'لا مشكلة لدي', 4, 4, 4, 4, 2, 4, 3, '26', 'منحاز', 'لن يستطيع الزواج', 'أصفر', 'لا أتذكر', 'الكتابة والتأليف', 'الخيال والخدع', 'ممارسة الألعاب الرياضية', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
748,أحمد المحمد,Scientific,68.6,66.73,4,لا,2,لا,4,أبحث عن بديل,مرتفع,2,3,3,3,4,3,3,تشرح له عن النواقل,سأكون قلقًا,استرح واستمتع,4,مع تغيير المكان,3,3,4,2,3,3,1,1,منصف,لن يستطيع الزواج,أخضر,أزرق,الكتابة والتأليف,العلمية أو الخيال العلمي,ركوب الدراجة,تعلم لغات جديدة,قراءة كتاب أو مجلة,أجرب تجربة علمية,Applied Physics Technology,"(4, 'لا', 2, 'لا', 4, 'أبحث عن بديل', 'مرتفع', 2, 3, 3, 3, 4, 3, 3, 'تشرح له عن النواقل', 'سأكون قلقًا', 'استرح واستمتع', 4, 'مع تغيير المكان', 3, 3, 4, 2, 3, 3, 1, '1', 'منصف', 'لن يستطيع الزواج', 'أخضر', 'أزرق', 'الكتابة والتأليف', 'العلمية أو الخيال العلمي', 'ركوب الدراجة', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
3995,علي العمري,Industrial,67.56,68.84,4,ربما,4,يعتمد,3,أختار تخصصًا قريبًا منه,مرتفع,2,4,3,3,3,3,4,تشرح له حقيقة شعور الألم,سأكون متحمسًا,من يصل مبكرًا يحصد نجاحًا,4,لا مشكلة لدي,2,5,3,4,5,3,5,26,صائب,لا أعرف,لا أتذكر,أصفر,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Construction Engineering,"(4, 'يعتمد', 4, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 2, 4, 3, 3, 3, 3, 4, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'من يصل مبكرًا يحصد نجاحًا', 4, 'لا مشكلة لدي', 2, 5, 3, 4, 5, 3, 5, '26', 'صائب', 'لا أعرف', 'لا أتذكر', 'أصفر', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
2711,زينب الخطيب,Literary,67.32,67.52,3,ربما,2,يعتمد,2,أبحث عن بديل,مرتفع,2,4,4,4,2,3,4,تشرح له عن النواقل,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,4,مع تغيير المكان,3,4,3,2,4,4,2,48,منحاز,لا أعرف,زهري,لا أتذكر,الكتابة والتأليف,الخيال والخدع,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,French Language,"(3, 'ربما', 2, 'يعتمد', 2, 'أبحث عن بديل', 'مرتفع', 2, 4, 4, 4, 2, 3, 4, 'تشرح له عن النواقل', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 4, 'مع تغيير المكان', 3, 4, 3, 2, 4, 4, 2, '48', 'منحاز', 'لا أعرف', 'زهري', 'لا أتذكر', 'الكتابة والتأليف', 'الخيال والخدع', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
3808,خالد الخالدي,Sharia,62.41,59.94,3,نعم,4,يعتمد,4,أبحث عن بديل,مرتفع,3,3,3,3,3,3,3,تشرح له حقيقة شعور الألم,سأكون متحمسًا,كل شيء له وقته ومكانه,4,مع تغيير المكان,3,3,2,3,4,2,2,1,صائب,لن يستطيع الزواج,لا أتذكر,أزرق,التصوير الفوتوغرافي,العلمية أو الخيال العلمي,التخييم والرحلات,تصوير وصناعة الفيديوهات,كتابة مذكرات أو قصص,أجرب تجربة علمية,Islamic Banking,"(3, 'نعم', 4, 'يعتمد', 4, 'أبحث عن بديل', 'مرتفع', 3, 3, 3, 3, 3, 3, 3, 'تشرح له حقيقة شعور الألم', 'سأكون متحمسًا', 'كل شيء له وقته ومكانه', 4, 'مع تغيير المكان', 3, 3, 2, 3, 4, 2, 2, '1', 'صائب', 'لن يستطيع الزواج', 'لا أتذكر', 'أزرق', 'التصوير الفوتوغرافي', 'العلمية أو الخيال العلمي', 'التخييم والرحلات', 'تصوير وصناعة الفيديوهات', 'كتابة مذكرات أو قصص', 'أجرب تجربة علمية')"
685,فاطمة الحسن,Scientific,82.42,84.14,3,لا,3,لا,4,أختار تخصصًا قريبًا منه,متوسط,3,2,4,4,3,3,1,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,من يصل مبكرًا يحصد نجاحًا,3,لا أحب الأعمال الكتبية,3,4,4,2,3,3,3,لا أعرف,صائب,لا أعرف,أخضر,أزرق,التصوير الفوتوغرافي,الخيال والخدع,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أبتكر قصة أو مشهد,Nursing,"(3, 'لا', 3, 'لا', 4, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 2, 4, 4, 3, 3, 1, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'من يصل مبكرًا يحصد نجاحًا', 3, 'لا أحب الأعمال الكتبية', 3, 4, 4, 2, 3, 3, 3, 'لا أعرف', 'صائب', 'لا أعرف', 'أخضر', 'أزرق', 'التصوير الفوتوغرافي', 'الخيال والخدع', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أبتكر قصة أو مشهد')"
470,مريم الإبراهيم,Scientific,97.7,98.05,2,لا,3,لا,3,أختار تخصصًا قريبًا منه,متوسط,3,2,4,4,3,4,3,تشرح له حقيقة شعور الألم,غالبًا لا أجازف,الاختلاف والتنوع هما أساس الحياة,4,مع تغيير المكان,2,3,3,4,3,2,4,لا أعرف,منصف,لا أعرف,لا أتذكر,لا أتذكر,العزف على آلة موسيقية,العلمية أو الخيال العلمي,التخييم والرحلات,تعلم لغات جديدة,قراءة كتاب أو مجلة,أجرب تجربة علمية,Human Medicine,"(2, 'لا', 3, 'لا', 3, 'أختار تخصصًا قريبًا منه', 'متوسط', 3, 2, 4, 4, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'غالبًا لا أجازف', 'الاختلاف والتنوع هما أساس الحياة', 4, 'مع تغيير المكان', 2, 3, 3, 4, 3, 2, 4, 'لا أعرف', 'منصف', 'لا أعرف', 'لا أتذكر', 'لا أتذكر', 'العزف على آلة موسيقية', 'العلمية أو الخيال العلمي', 'التخييم والرحلات', 'تعلم لغات جديدة', 'قراءة كتاب أو مجلة', 'أجرب تجربة علمية')"
4234,علي الإبراهيم,Industrial,68.26,68.39,4,لا,3,يعتمد,3,أختار تخصصًا قريبًا منه,مرتفع,3,3,4,4,4,3,4,تشرح له عن النواقل,سأكون متحمسًا,كل شيء له وقته ومكانه,4,لا مشكلة لدي,3,4,5,3,4,3,3,26,صائب,لن يستطيع الزواج,أخضر,لا أتذكر,الكتابة والتأليف,الدرامية أو الكوميدية,ركوب الدراجة,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Industrial Engineering,"(4, 'لا', 3, 'يعتمد', 3, 'أختار تخصصًا قريبًا منه', 'مرتفع', 3, 3, 4, 4, 4, 3, 4, 'تشرح له عن النواقل', 'سأكون متحمسًا', 'كل شيء له وقته ومكانه', 4, 'لا مشكلة لدي', 3, 4, 5, 3, 4, 3, 3, '26', 'صائب', 'لن يستطيع الزواج', 'أخضر', 'لا أتذكر', 'الكتابة والتأليف', 'الدرامية أو الكوميدية', 'ركوب الدراجة', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
4208,مريم العبدالله,Industrial,66.88,68.19,2,ربما,2,يعتمد,4,أختار تخصصًا قريبًا منه,منخفض,3,3,4,4,3,4,3,تشرح له حقيقة شعور الألم,سأتحمس لذلك مع بقائي حذرًا,استرح واستمتع,4,لا مشكلة لدي,1,4,3,2,4,1,4,26,منحاز,لا أعرف,أخضر,لا أتذكر,الكتابة والتأليف,التحقيقات البوليسية,التخييم والرحلات,تصميم وبرمجة الكمبيوتر,مشاهدة فيديوهات تعليمية,أحل لغز أو تحدي,Industrial Engineering,"(2, 'يعتمد', 2, 'يعتمد', 4, 'أختار تخصصًا قريبًا منه', 'منخفض', 3, 3, 4, 4, 3, 4, 3, 'تشرح له حقيقة شعور الألم', 'سأتحمس لذلك مع بقائي حذرًا', 'استرح واستمتع', 4, 'لا مشكلة لدي', 1, 4, 3, 2, 4, 1, 4, '26', 'منحاز', 'لا أعرف', 'أخضر', 'لا أتذكر', 'الكتابة والتأليف', 'التحقيقات البوليسية', 'التخييم والرحلات', 'تصميم وبرمجة الكمبيوتر', 'مشاهدة فيديوهات تعليمية', 'أحل لغز أو تحدي')"
